106903972,2413,0,0,0,0,0,0,0
106905524,2394,0,0,0,0,0,0,0
10691,2417,0,0,0,0,0,0,0
141206556,2407,0,0,0,0,1,2,3
141208108,2392,0,0,0,0,0,0,3
141209668,2354,0,0,0,1,2,2,6
141211220,2373,3,2,2,2,3,3,7
141212780,2397556,2400,0,0,1
,1,2,3
141208108,2392,0,0,0,0,0,0,3
141209668,2354,0,0,0,1,2,2,6
141211220,2373,3,2,2,2,3,3,7
141212780,2397,0,0,0,0,0,0,1
141214332,2408,1,1,0,1,0,0,0
141215896,2409,0,0,0,0,0,0,0
141217448,2412,0,0,0,0,0,0,0
141219004,2414,0,0,0,0,0,0,0
141220556,2421,0,0,0,0,0,0,0
141222116,2416,0,0,0,0,0,0,0
141223668,2397,0,0,0,0,1,1,3
141225228,2393,0,1,1,1,1,2,5
141226784,2392,1,1,2,1,2,3,6
141228340,2393,0,1,0,0,1,1,4
141229896,2390,0,0,0,0,0,0,1
141231456,2390,0,0,0,0,0,0,0
141233008,2389,0,0,0,0,0,0,0
141234568,2389,0,0,0,0,0,0,0
141236120,2389,0,0,0,0,0,0,0
141237676,2396,0,0,0,0,0,0,0
141239228,2388,0,0,0,0,0,1,1
141240788,2392,0,1,0,1,1,2,4
141242340,2390,0,1,1,1,2,3,6
141243900,2389,0,1,1,1,2,2,6
141245460,2387,0,1,0,1,0,0,3
141247012,2376,0,0,0,0,0,0,0
141248572,2369,0,0,0,0,0,0,0
141250124,2372,0,0,0,0,0,0,0
141251680,2396,1,0,0,1,1,0,0
141253232,2402,0,0,0,0,0,0,0
141254796,2423,0,0,0,0,0,0,0
141256348,2415,0,0,0,0,1,2,2
141257904,2405,0,1,1,1,1,2,4
141259456,2414,0,1,1,1,2,3,7
141261016,2413,1,1,1,1,1,2,6
141262568,2413,0,0,0,0,0,0,1
141264128,2414,0,0,0,0,0,0,0
141265676,2412,0,0,0,0,0,0,0
141267236,2414,0,0,0,0,0,0,0
141268780,2413,0,0,0,0,0,0,0
141270336,2419,0,0,0,0,0,0,0
141271892,2413,0,0,0,0,0,0,0
141273452,2410,0,1,1,1,1,2,3
141275004,2413,0,1,1,1,2,2,4
141276564,2412,0,1,1,1,2,3,7
141278116,2414,0,1,1,1,1,1,5
141279676,2415,0,0,0,0,0,0,1
141281228,2412,0,0,0,0,0,0,0
141282788,2413,0,0,0,0,0,0,0
141284340,2413,0,0,0,0,0,0,0
141285896,2414,0,0,0,0,0,0,0
141287456,2417,0,0,0,0,0,0,0
141289008,2414,0,0,0,0,0,1,1
141290564,2400,0,0,0,0,0,1,3
141292116,2415,2,3,2,2,3,3,6
141293676,2413,0,1,1,1,2,3,7
141295228,2411,0,1,1,1,1,1,4
141296792,2410,0,0,0,0,0,0,0
141298344,2412,0,0,0,0,0,0,0
141299904,2414,0,0,0,0,0,0,0
141301456,2412,0,0,0,0,0,0,0
141303016,2418,0,0,0,0,0,0,0
141304572,2419,0,0,0,0,0,0,0
141306128,2415,0,0,0,0,1,1,2
141307680,2412,0,1,1,1,1,2,4
141309240,2411,0,1,1,1,2,3,7
141310792,2413,1,1,1,1,1,2,6
141312352,2413,0,0,0,0,0,0,2
141313904,2413,0,0,0,0,0,0,0
141315460,2413,0,0,0,0,0,0,0
141317012,2414,0,0,0,0,0,0,0
141318568,2413,0,0,0,0,0,0,0
141320120,2418,0,0,0,0,0,0,0
141321676,2413,0,0,0,0,0,0,0
141323228,2413,0,0,1,1,1,2,2
141324784,2413,0,1,1,1,1,2,5
141326344,2415,0,1,2,1,2,3,7
141327892,2414,0,1,1,1,1,2,5
141329452,2414,0,0,0,0,0,0,1
141331004,2411,0,0,0,0,0,0,0
141332564,2409,0,0,0,0,0,0,0
141334112,2412,0,0,0,0,0,0,0
141335672,2413,0,0,0,0,0,0,0
141337224,2419,0,0,0,0,0,0,0
141338776,2394,0,0,0,0,0,0,0
141340328,2396,0,1,1,1,2,2,3
141341884,2395,0,1,1,1,1,2,5
141343440,2396,1,2,2,2,2,3,7
141344996,2391,0,1,1,1,1,1,4
141346548,2395,0,0,0,0,0,0,0
141348108,2392,0,0,0,0,0,0,0
141349660,2397,0,0,0,0,0,0,0
